CASE_STATUS,OCCUPATION_TYPE,EMP_NAICS,EMP_NUM_PAYROLL,EMP_YEAR_COMMENCED,JOB_TITLE,JOB_OPP_WAGE_FROM,JOB_OPP_WAGE_TO,JOB_OPP_WAGE_PER,PRIMARY_WORKSITE_TYPE,PRIMARY_WORKSITE_CITY,PRIMARY_WORKSITE_STATE,PRIMARY_WORKSITE_BLS_AREA,IS_MULTIPLE_LOCATIONS,OTHER_REQ_IS_FULLTIME_EMP,OTHER_REQ_IS_LIVEIN_HOUSEHOLD,OTHER_REQ_JOB_FOREIGN_LANGUAGE
Withdrawn,Professional occupation,238910,497,1953,Project Manager,"$92,000.00",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Withdrawn,Professional occupation,5191,761,1980,Evaluator,"$112,715.00","$176,700.00",Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Withdrawn,Professional occupation,3363,268,2016,Engineering Manager – Process Excellence,"$165,374.00","$198,449.00",Year,Business Premises,Cedar Park,TX,"Austin-Round Rock, TX",N,Y,N,N
Withdrawn,Non-professional,624410,35,2004,Preschool Caregiver,"$27,040.00",,Year,Business Premises,Richmond,VA,"Richmond, VA",N,Y,N,N
Withdrawn,Professional occupation,5231,4134,1971,"Sr. Team Manager, Software Development & Engineering","$136,552.00","$224,400.00",Year,Business Premises,Phoenix,AZ,"Phoenix-Mesa-Scottsdale, AZ",N,Y,N,N
Withdrawn,Professional occupation,6113,1700,2018,Assistant Bursar,"$75,000.00",,Year,Business Premises,Bronx,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Withdrawn,Non-professional,311615,500,2004,Meat Cutter and Trimmer,"$30,202.00","$30,202.00",Year,Business Premises,Thomasville ,GA,South Georgia nonmetropolitan area,N,Y,N,N
Withdrawn,Non-professional,237130,458,1997,Tower Technician,"$60,549.00","$60,549.00",Year,Business Premises,Coral Gables,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",N,Y,N,N
Withdrawn,Professional occupation,541511,500,1996,Software Developer (UI),"$133,390.00",,Year,Business Premises,PISCATAWAY,NJ,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Withdrawn,Non-professional,561311,50,1997,HOME HEALTH AIDES,"$35,484.80",,Year,Business Premises,SAN MATEO,CA,"San Francisco-Oakland-Hayward, CA",N,Y,N,N
Withdrawn,Professional occupation,524210,8500,1872,Senior Quality Assurance Analyst,"$100,000.00",,Year,Business Premises,Cincinnati,OH,"Cincinnati, OH-KY-IN",N,Y,N,N
Withdrawn,Professional occupation,54169,1238,1998,Software Engineer,"$110,240.00",,Year,Business Premises,Bowie,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",N,Y,N,N
Withdrawn,Professional occupation,5613,350,1997,Medical Technologist,"$56,576.00",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Withdrawn,Professional occupation,524210,8500,1872,Senior Quality Engineer,"$115,000.00",,Year,Business Premises,Cincinnati,OH,"Cincinnati, OH-KY-IN",N,Y,N,N
Withdrawn,Non-professional,722511,14,2017,Restaurant Manager,"$40,706.00","$40,706.00",Year,Business Premises,Beaverton,OR,"Portland-Vancouver-Hillsboro, OR-WA",N,Y,N,N
Withdrawn,Professional occupation,52211,12000,1863,Product Manager – Digital Platforms,"$112,528.00","$146,100.00",Year,Business Premises,Minneapolis,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Y,Y,N,N
Withdrawn,Professional occupation,5613,350,1997,Medical Technologist,"$56,576.00",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Withdrawn,Professional occupation,541511,24,2011,AWS CLOUD ENGINEER,"$85,426.00",,Year,Business Premises,Maryland Heights,MO,"St. Louis, MO-IL",N,Y,N,N
Withdrawn,Non-professional,621210,10,2011,Dental Assistants ,"$37,669.00","$37,669.00",Year,Business Premises,Charlotte,NC,"Charlotte-Concord-Gastonia, NC-SC",N,Y,N,N
Withdrawn,Professional occupation,54151,3198,2005,Principal Engineer (Cloud Native Prisma Access),"$167,149.00","$247,200.00",Year,Business Premises,Santa Clara,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,Y,N,N
Withdrawn,Professional occupation,541511,500,1996,Software Developer (UI),"$133,390.00",,Year,Business Premises,PISCATAWAY,NJ,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Withdrawn,Professional occupation,3363,269,2016,Senior Engineer – In-Vehicle Computing Software,"$129,779.00","$139,530.00",Year,Business Premises,Cedar Park,TX,"Austin-Round Rock, TX",N,Y,N,N
Withdrawn,Non-professional,722511,72,2006,Food Preparation Worker,"$24,570.00",,Year,Business Premises,Augusta,GA,"Augusta-Richmond County, GA-SC",N,Y,N,N
Withdrawn,Non-professional,722511,72,2006,Food Preparation Worker,"$24,570.00",,Year,Business Premises,Augusta,GA,"Augusta-Richmond County, GA-SC",N,Y,N,N
Withdrawn,Non-professional,311615,1000,2012,Poultry Processors,"$26,000.00",,Year,Business Premises,Pine Mountain Valley,GA,"Columbus, GA-AL",N,Y,N,N
Withdrawn,Non-professional,5613,350,1997,Nursing Aide,"$41,600.00",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Withdrawn,Non-professional,327991,120,2016,Machine Operator,"$32,614.00",,Year,Business Premises,Nashville,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",N,Y,N,N
Withdrawn,Professional occupation,52232,1162,2017,Software Engineer,"$186,762.00",,Year,Business Premises,Salt Lake City,UT,"Salt Lake City, UT",N,Y,N,N
Withdrawn,Non-professional,722511,72,2006,Food Preparation Worker,"$24,570.00",,Year,Business Premises,Augusta,GA,"Augusta-Richmond County, GA-SC",N,Y,N,N
Withdrawn,Non-professional,722511,72,2006,Food Preparation Worker,"$24,570.00",,Year,Business Premises,Augusta,GA,"Augusta-Richmond County, GA-SC",N,Y,N,N
Withdrawn,Non-professional,722511,72,2006,Food Preparation Worker,"$24,570.00",,Year,Business Premises,Augusta,GA,"Augusta-Richmond County, GA-SC",N,Y,N,N
Withdrawn,Non-professional,722511,72,2006,Food Preparation Worker,"$24,570.00",,Year,Business Premises,Augusta,GA,"Augusta-Richmond County, GA-SC",N,Y,N,N
Withdrawn,Professional occupation,5613,350,1997,Medical Technologist,"$56,576.00",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Withdrawn,Professional occupation,611710,199,2013,Senior Staff Accountant,"$121,222.00",,Year,Business Premises,Washington D.C. ,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",N,Y,N,N
Withdrawn,Professional occupation,72251,80,2004,Finance/Business Development Analyst,"$65,000.00","$75,000.00",Year,Business Premises,Honolulu,HI,"Urban Honolulu, HI",N,Y,N,N
Withdrawn,Non-professional,722511,72,2006,Food Preparation Worker,"$24,570.00",,Year,Business Premises,Augusta,GA,"Augusta-Richmond County, GA-SC",N,Y,N,N
Withdrawn,Non-professional,722511,72,2006,Food Preparation Worker,"$24,570.00",,Year,Business Premises,Augusta,GA,"Augusta-Richmond County, GA-SC",N,Y,N,N
Withdrawn,Non-professional,722511,72,2006,Food Preparation Worker,"$24,570.00",,Year,Business Premises,Augusta,GA,"Augusta-Richmond County, GA-SC",N,Y,N,N
Withdrawn,Non-professional,722511,72,2006,Food Preparation Worker,"$24,570.00",,Year,Business Premises,Augusta,GA,"Augusta-Richmond County, GA-SC",N,Y,N,N
Withdrawn,Non-professional,311615,1000,2012,Poultry Processors,"$26,000.00",,Year,Business Premises,Pine Mountain Valley,GA,"Columbus, GA-AL",N,Y,N,N
Withdrawn,Non-professional,722511,72,2006,Food Preparation Worker,"$24,570.00",,Year,Business Premises,Augusta,GA,"Augusta-Richmond County, GA-SC",N,Y,N,N
Withdrawn,Professional occupation,334220,1687,2004,Principal Accountant,"$62,608.00","$80,128.00",Year,Business Premises,Gaithersburg,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",N,Y,N,N
Withdrawn,Professional occupation,531311,2,2022,Senior Associate of Acquisition and Development,"$72,000.00",,Year,Business Premises,San Juan,PR,"San Juan-Carolina-Caguas, PR",N,Y,N,N
Withdrawn,Professional occupation,541611,162,1982,Senior Consultant,"$140,000.00","$155,000.00",Year,Business Premises,McLean,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",N,Y,N,N
Withdrawn,Non-professional,722511,72,2006,Food Preparation Worker,"$24,570.00",,Year,Business Premises,Augusta,GA,"Augusta-Richmond County, GA-SC",N,Y,N,N
Withdrawn,Non-professional,722511,72,2006,Food Preparation Worker,"$24,570.00",,Year,Business Premises,Augusta,GA,"Augusta-Richmond County, GA-SC",N,Y,N,N
Withdrawn,Professional occupation,541512,1855,1982,Business Intelligence Analyst,"$115,000.00","$130,000.00",Year,Business Premises,San Francisco,CA,"San Francisco-Oakland-Hayward, CA",N,Y,N,N
Withdrawn,Professional occupation,524210,8500,1872,Data Scientist,"$115,000.00",,Year,Business Premises,Cincinnati,OH,"Cincinnati, OH-KY-IN",N,Y,N,N
Withdrawn,Non-professional,623110,167,2010,NURSING ASSISTANT,"$36,899.00",,Year,Business Premises,NEW ROCHELLE,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Withdrawn,Non-professional,311615,1000,2012,Poultry Processors,"$26,000.00",,Year,Business Premises,Pine Mountain Valley,GA,"Columbus, GA-AL",N,Y,N,N
Withdrawn,Non-professional,722511,72,2006,Food Preparation Worker,"$24,570.00",,Year,Business Premises,Augusta,GA,"Augusta-Richmond County, GA-SC",N,Y,N,N
Withdrawn,Non-professional,623311,300,1999,NURSING ASSISTANT,"$25,875.00",,Year,Business Premises,YUKON,OK,"Oklahoma City, OK",Y,Y,N,N
Withdrawn,Non-professional,722511,72,2006,Food Preparation Worker,"$24,570.00",,Year,Business Premises,Augusta,GA,"Augusta-Richmond County, GA-SC",N,Y,N,N
Withdrawn,Non-professional,722511,72,2006,Food Preparation Worker,"$24,570.00",,Year,Business Premises,Augusta,GA,"Augusta-Richmond County, GA-SC",N,Y,N,N
Withdrawn,Non-professional,722511,72,2006,Food Preparation Worker,"$24,570.00",,Year,Business Premises,Augusta,GA,"Augusta-Richmond County, GA-SC",N,Y,N,N
Withdrawn,Non-professional,112111,3,1990,Farm/Ranch Supervisor,"$24,586.00",,Year,Business Premises,Watrous,NM,Northern New Mexico nonmetropolitan area,N,Y,N,N
Withdrawn,Professional occupation,333314,468,1986,"Sales Specialist, Advanced Imaging","$116,210.00",,Year,Business Premises,Deerfield,IL,"Chicago-Naperville-Elgin, IL-IN-WI",N,Y,N,N
Withdrawn,Professional occupation,524210,8500,1872,Senior Application Analyst and Developer,"$130,000.00",,Year,Business Premises,Cincinnati,OH,"Cincinnati, OH-KY-IN",N,N,N,N
Withdrawn,Professional occupation,524210,8500,1872,Senior Database Administrator,"$133,515.00",,Year,Business Premises,Cincinnati,OH,"Cincinnati, OH-KY-IN",N,Y,N,N
Withdrawn,Non-professional,722511,72,2006,Food Preparation Worker,"$24,570.00",,Year,Business Premises,Augusta,GA,"Augusta-Richmond County, GA-SC",N,Y,N,N
Withdrawn,Professional occupation,446120,560,2000,Engineering Manager,"$112,986.00","$180,000.00",Year,Business Premises,Sanford,NC,Piedmont North Carolina nonmetropolitan area,N,Y,N,N
Withdrawn,Non-professional,722511,72,2006,Food Preparation Worker,"$24,570.00",,Year,Business Premises,Augusta,GA,"Augusta-Richmond County, GA-SC",N,Y,N,N
Withdrawn,Professional occupation,523930,643,1905,"Senior Analyst, Application Development","$102,301.00","$150,000.00",Year,Business Premises,Radnor,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",N,Y,N,N
Withdrawn,Professional occupation,523930,643,1905,"Senior Analyst, Application Development","$102,301.00","$150,000.00",Year,Business Premises,Radnor,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",N,Y,N,N
Withdrawn,Non-professional,311615,1000,2012,Poultry Processors,"$26,000.00",,Year,Business Premises,Pine Mountain Valley,GA,"Columbus, GA-AL",N,Y,N,N
Withdrawn,Non-professional,722511,72,2006,Food Preparation Worker,"$24,570.00",,Year,Business Premises,Augusta,GA,"Augusta-Richmond County, GA-SC",N,Y,N,N
Withdrawn,Professional occupation,541511,1822,2019,Consultant ,"$119,246.00",,Year,Business Premises,Plano,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Withdrawn,Professional occupation,621511,331,2015,Associate Director – Product Management,"$121,500.00","$148,500.00",Year,Business Premises,Houston,TX,"Houston-The Woodlands-Sugar Land, TX",N,Y,N,N
Withdrawn,Professional occupation,541511,464,2011,Engineering Manager,"$230,000.00","$250,000.00",Year,Business Premises,Seattle,WA,"Seattle-Tacoma-Bellevue, WA",N,Y,N,N
Withdrawn,Non-professional,62161,85,2018,Housekeeping Cleaners,"$31,200.00","$33,280.00",Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Withdrawn,Professional occupation,511210,143,2015,MARKET RESEARCH ANALYST,"$72,925.00",,Year,Business Premises,PISCATAWAY,NJ,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Withdrawn,Non-professional,311615,500,2004,Meat Cutter and Trimmer,"$30,202.00","$30,202.00",Year,Business Premises,Thomasville ,GA,South Georgia nonmetropolitan area,N,Y,N,N
Withdrawn,Non-professional,311615,500,2004,Meat Cutter and Trimmer,"$30,202.00","$30,202.00",Year,Business Premises,Thomasville ,GA,South Georgia nonmetropolitan area,N,Y,N,N
Withdrawn,Non-professional,2389,5,2011,Driller,"$35,984.00","$35,984.00",Year,Business Premises,SEMINOLE,TX,West Texas Region of Texas nonmetropolitan area,N,Y,N,N
Withdrawn,Professional occupation,33411,10034,1993,Systems Software Engineer,"$120,016.00","$166,000.00",Year,Business Premises,Santa Clara,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,Y,N,N
Withdrawn,Professional occupation,513210,3515,1977,Systems Analyst,"$120,162.00","$199,500.00",Year,Business Premises,Austin,TX,"Austin-Round Rock, TX",N,Y,N,N
Withdrawn,Non-professional,484210,0,2011,Logistics Coordinator,"$68,000.00",,Year,Business Premises,MALDEN,MA,"Boston-Cambridge-Nashua, MA-NH",N,Y,N,N
Withdrawn,Professional occupation,611310,152,1962,VMC Associate III,"$87,705.00",,Year,Business Premises,Mattapan,MA,"Boston-Cambridge-Nashua, MA-NH",Y,Y,N,N
Withdrawn,Professional occupation,423830,4600,1901,Program Analyst ,"$109,678.00",,Year,Business Premises,Cleveland,OH,"Cleveland-Elyria, OH",N,Y,N,N
Withdrawn,Professional occupation,541519,74,2000,Consultant,"$140,000.00",,Year,Business Premises,Reston ,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",N,Y,N,N
Withdrawn,Non-professional,541611,45,1989,FAST FOOD CREW MEMBER,"$27,560.00",,Year,Business Premises,Bethany Beach,DE,"Salisbury, MD-DE",N,Y,N,N
Withdrawn,Professional occupation,541211,0,1987,Supervisor - FAAS,"$137,114.00",,Year,Business Premises,Melville,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Withdrawn,Professional occupation,3363,534,2019,Lead Global Category Purchaser,"$121,068.00","$133,380.00",Year,Business Premises,Auburn Hills,MI,"Detroit-Warren-Dearborn, MI",N,Y,N,N
Withdrawn,Professional occupation,339114,512,1997,"Sr. Software Quality Engineer, Design Assurance","$160,000.00",,Year,Business Premises,San Jose,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,Y,N,N
Withdrawn,Non-professional,811118,12,2017,RV Technician,"$52,000.00",,Year,Business Premises,Florida,FL,"Deltona-Daytona Beach-Ormond Beach, FL",N,Y,N,N
Withdrawn,Non-professional,5617,350,1994,Grounds Maintenance Worker,"$29,827.00","$29,827.00",Year,Business Premises,Lake Charles,LA,"Lake Charles, LA",N,Y,N,N
Withdrawn,Professional occupation,541330,34,1974,Lead MES Engineers,"$158,368.86",,Year,Business Premises,Foxboro,MA,"Boston-Cambridge-Nashua, MA-NH",N,Y,N,N
Withdrawn,Professional occupation,33411,10034,1993,Sr. Systems Software Engineer,"$169,663.00","$211,000.00",Year,Business Premises,Santa Clara,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,Y,N,N
Withdrawn,Professional occupation,54151,65,2015,Senior Product Designer ,"$105,000.00","$160,000.00",Year,Business Premises,Mountain View ,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,Y,N,N
Withdrawn,Professional occupation,54151,235,2008,Senior SQL Server Database Administrator,"$134,826.00",,Year,Business Premises,BROOMFIELD,CO,"Denver-Aurora-Lakewood, CO",N,Y,N,N
Withdrawn,Professional occupation,523930,55,2005,LEAD BUSINESS ANALYST,"$113,500.00","$148,100.00",Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Withdrawn,Professional occupation,541211,1131,1989,"Client Technology Sourcing, CBS - (Supervising Associate)","$104,645.00",,Year,Business Premises,Cleveland,OH,"Cleveland-Elyria, OH",N,Y,N,N
Withdrawn,Professional occupation,33411,10131,1993,Sr. ASIC Engineer,"$151,903.00","$194,000.00",Year,Business Premises,Santa Clara,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,Y,N,N
Withdrawn,Professional occupation,52399,9620,1946,Senior Database Administrator,"$110,000.00","$121,700.00",Year,Business Premises,Westlake,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Withdrawn,Professional occupation,62211,1682,2020,General Laboratory Supervisor,"$94,078.00","$125,798.40",Year,Business Premises,Lynwood,CA,"Los Angeles-Long Beach-Anaheim, CA",N,Y,N,N
Withdrawn,Non-professional,56173,50,2009,Maintenance/Landscape/Hardscape Laborer,"$39,520.00",,Year,Business Premises,House Springs,MO,"St. Louis, MO-IL",N,Y,N,N
Withdrawn,Professional occupation,3344,11807,1968,Packaging Engineer - Mechanical,"$105,850.00","$187,350.00",Year,Business Premises,Chandler,AZ,"Phoenix-Mesa-Scottsdale, AZ",N,Y,N,N
Withdrawn,Professional occupation,622110,53000,1992,Data Developer ,"$90,522.00","$138,758.60",Year,Business Premises,Sacramento,CA,"Sacramento--Roseville--Arden-Arcade, CA",N,Y,N,N
Withdrawn,Non-professional,722511,10,2014,Asian Cuisine Line Cook,"$48,693.00","$48,693.00",Year,Business Premises,University Place,WA,"Seattle-Tacoma-Bellevue, WA",N,Y,N,N
Withdrawn,Non-professional,56173,50,2009,Maintenance/Landscape/Hardscape Laborer,"$43,680.00",,Year,Business Premises,House Springs,MO,"St. Louis, MO-IL",N,Y,N,N
Withdrawn,Non-professional,56173,50,2009,Maintenance/Landscape/Hardscape Laborer,"$39,520.00",,Year,Business Premises,House Springs,MO,"St. Louis, MO-IL",N,Y,N,N
Withdrawn,Professional occupation,541511,30,2016,Business Analyst ,"$104,000.00","$104,000.00",Year,Employee's private residence (when work is performed directly out of the residence),Fairfax,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",N,Y,N,N
Withdrawn,Non-professional,238990,62,1996,Construction Worker,"$31,533.00",,Year,Business Premises,Chandler ,AZ,"Phoenix-Mesa-Scottsdale, AZ",N,Y,N,N
Withdrawn,Non-professional,238990,62,1996,Construction Worker,"$31,533.00",,Year,Business Premises,Chandler ,AZ,"Phoenix-Mesa-Scottsdale, AZ",N,Y,N,N
Withdrawn,Professional occupation,54199,65,2019,Scientist,"$107,702.00","$125,000.00",Year,Business Premises,South San Francisco,CA,"San Francisco-Oakland-Hayward, CA",N,Y,N,N
Withdrawn,Non-professional,238990,62,1996,Construction Worker,"$31,533.00",,Year,Business Premises,Chandler ,AZ,"Phoenix-Mesa-Scottsdale, AZ",N,Y,N,N
Withdrawn,Professional occupation,336360,436,2007,Continuous Improvement Manager,"$108,150.00",,Year,Business Premises,Arlington,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Withdrawn,Non-professional,814110,0,2023,Housekeeper,"$27,040.00","$27,040.00",Year,Business Premises,Coral Springs,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",N,Y,N,N
Withdrawn,Professional occupation,541330,1680,2013,Design Engineer,"$73,095.13",,Year,Business Premises,Edison,NJ,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Withdrawn,Professional occupation,334111,10034,1993,Systems Software Engineer,"$120,016.00","$166,000.00",Year,Business Premises,Santa Clara,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,Y,N,N
Withdrawn,Professional occupation,3344,318,2021,Product Engineer,"$112,800.00","$209,760.00",Year,Business Premises,Folsom,CA,"Sacramento--Roseville--Arden-Arcade, CA",N,Y,N,N
Withdrawn,Non-professional,238990,62,1996,Construction Worker,"$31,533.00",,Year,Business Premises,Chandler,AZ,"Phoenix-Mesa-Scottsdale, AZ",N,Y,N,N
Withdrawn,Professional occupation,54119,2,2007,Documentation Specialist ,"$80,704.00","$80,704.00",Year,Business Premises,Washington,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",N,Y,N,N
Withdrawn,Professional occupation,523110,1511,1870,Assistant Vice President,"$117,499.00","$140,000.00",Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Withdrawn,Professional occupation,541511,30,2016,Business Analyst ,"$104,000.00","$104,000.00",Year,Employee's private residence (when work is performed directly out of the residence),Alexandria,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",N,Y,N,N
Withdrawn,Non-professional,238990,62,1996,Construction Worker,"$31,533.00",,Year,Business Premises,Chandler,AZ,"Phoenix-Mesa-Scottsdale, AZ",N,Y,N,N
Withdrawn,Professional occupation,33411,9916,1993,Sr. Architect,"$167,149.00","$211,000.00",Year,Business Premises,Santa Clara,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,Y,N,N
Withdrawn,Non-professional,238990,62,1996,Construction Worker,"$31,533.00",,Year,Business Premises,Chandler ,AZ,"Phoenix-Mesa-Scottsdale, AZ",N,Y,N,N
Withdrawn,Professional occupation,336111,3539,2003,Senior Autopilot Software Engineer,"$192,941.00","$210,000.00",Year,Business Premises,Palo Alto,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,Y,N,N
Withdrawn,Non-professional,56173,50,2009,Maintenance/Landscape/Hardscape Laborer,"$37,440.00",,Year,Business Premises,House Springs,MO,"St. Louis, MO-IL",N,Y,N,N
Withdrawn,Professional occupation,511210,2000,1985,Senior Software Engineer,"$129,542.00",,Year,Business Premises,Portsmouth,NH,"Portsmouth, NH-ME",N,Y,N,N
Withdrawn,Non-professional,238990,62,1996,Construction Worker,"$31,533.00",,Year,Business Premises,Chandler ,AZ,"Phoenix-Mesa-Scottsdale, AZ",N,Y,N,N
Withdrawn,Professional occupation,515210,4561,1993,Principal Engineer I,"$120,661.00","$196,400.00",Year,Business Premises,Greenwood Village,CO,"Denver-Aurora-Lakewood, CO",N,Y,N,N
Withdrawn,Non-professional,813910,17,2000,Maintenance Fitter,"$46,000.00",,Year,Business Premises,McGregor,TX,"Waco, TX",N,Y,N,N
Withdrawn,Professional occupation,541611,12875,1998,"Manager, Financial Markets Business Advisory (Mult. Pos.)","$128,000.00","$128,000.00",Year,Business Premises,Los Angeles,CA,"Los Angeles-Long Beach-Anaheim, CA",N,Y,N,N
Withdrawn,Professional occupation,523920,310,2007,Software Developer,"$133,390.00",,Year,Business Premises,EAST SETAUKET,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Withdrawn,Professional occupation,2381,4,2013,Assistant Cost Estimator,"$45,240.00","$45,240.00",Year,Business Premises,Charleston,SC,"Charleston-North Charleston, SC",N,Y,N,Y
Withdrawn,Professional occupation,524126,708,2013,Staff UX Designers ,"$136,552.00","$161,200.00",Year,Business Premises,Glendale,AZ,"Phoenix-Mesa-Scottsdale, AZ",N,Y,N,N
Withdrawn,Non-professional,44612,19,2012,PROCUREMENT CLERK,"$30,659.00",,Year,Business Premises,DALLAS,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Withdrawn,Professional occupation,51821,491,1984,Product Management Advisor,"$133,125.00","$155,000.00",Year,Business Premises,Brookfield,WI,"Milwaukee-Waukesha-West Allis, WI",N,Y,N,N
Withdrawn,Professional occupation,621410,5,2001,Embryologist,"$81,000.00",,Year,Business Premises,Clovis,CA,"Fresno, CA",N,Y,N,N
Withdrawn,Professional occupation,541613,21,2016,Market Research Analyst,"$71,739.00",,Year,Business Premises,Miami,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",N,Y,N,N
Withdrawn,Non-professional,561730,46,1996,Crew Chief,$16.69,,Hour,Business Premises,Baton Rouge,LA,"Baton Rouge, LA",Y,Y,N,N
Withdrawn,Professional occupation,541611,74,2017,Data Scientist II,"$135,574.00",,Year,Business Premises,Brentwood,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",N,Y,N,N
Withdrawn,Professional occupation,541512,250,2020,Software Engineer,"$147,285.00","$160,000.00",Year,Business Premises,San Ramon ,CA,"San Francisco-Oakland-Hayward, CA",Y,Y,N,N
Withdrawn,Non-professional,561730,46,1996,Crew Chief,$16.69,,Hour,Business Premises,Baton Rouge,LA,"Baton Rouge, LA",Y,Y,N,N
Withdrawn,Professional occupation,3344,3777,1968,Product Engineer,"$120,660.00","$209,760.00",Year,Business Premises,Folsom,CA,"Sacramento--Roseville--Arden-Arcade, CA",N,Y,N,N
Withdrawn,Professional occupation,517312,513,1991,Electrical Field Engineer ,"$61,800.44",,Year,Business Premises,Tamuning,GU,Guam MSA,N,Y,N,N
Withdrawn,Non-professional,722511,5,2016,restaurant cook,"$42,869.00","$42,869.00",Year,Business Premises,Louisville,CO,"Boulder, CO",N,Y,N,N
Withdrawn,Professional occupation,45399,34000,1984,RPA Business Process Analyst,"$113,547.00",,Year,Business Premises,Marlborough,MA,"Boston-Cambridge-Nashua, MA-NH",N,Y,N,N
Withdrawn,Professional occupation,54199,199,2015,Software Engineer I,"$151,590.31","$216,500.00",Year,Business Premises,Bellevue,WA,"Seattle-Tacoma-Bellevue, WA",N,Y,N,N
Withdrawn,Professional occupation,541511,21,2012,SOFTWARE ENGINEER,"$109,283.00",,Year,Business Premises,PISCATAWAY,NJ,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Withdrawn,Professional occupation,541330,102,2009,SENIOR HEALTH AND SAFETY MANAGER,"$93,080.00",,Year,Business Premises,ATLANTA,GA,"Atlanta-Sandy Springs-Roswell, GA",N,Y,N,N
Withdrawn,Non-professional,311611,89,1992,Production Training Supervisor,"$62,462.00",,Year,Business Premises, Bloomfield,IA,Southeast Iowa nonmetropolitan area,N,Y,N,N
Withdrawn,Professional occupation,3344,22676,1968,Failure Analysis Engineer,"$95,000.00","$160,990.00",Year,Business Premises,Hillsboro,OR,"Portland-Vancouver-Hillsboro, OR-WA",N,Y,N,N
Withdrawn,Non-professional,722511,18,2002,Waiter/Waitress,"$17,500.00","$18,000.00",Year,Business Premises,Murphy,NC,Mountain North Carolina nonmetropolitan area,N,Y,N,N
Withdrawn,Professional occupation,541511,4695,1968,Functional Consultant,"$138,590.00","$200,000.00",Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Withdrawn,Non-professional,11191,14,1994,Lead Farm Workers,"$49,546.00",,Year,Business Premises,Owensboro,KY,"Owensboro, KY",N,Y,N,N
Withdrawn,Professional occupation,513210,7,2020,Senior Software Engineer,"$170,000.00",,Year,Business Premises,Miami,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",N,Y,N,N
Withdrawn,Professional occupation,61131,3671,1966,Programmer Full Performance,"$102,877.00",,Year,Business Premises,Baltimore,MD,"Baltimore-Columbia-Towson, MD",N,Y,N,N
