CASE_STATUS,OCCUPATION_TYPE,EMP_NAICS,EMP_YEAR_COMMENCED,JOB_TITLE,JOB_OPP_WAGE_FROM,JOB_OPP_WAGE_TO,JOB_OPP_WAGE_PER,PRIMARY_WORKSITE_TYPE,PRIMARY_WORKSITE_CITY,PRIMARY_WORKSITE_STATE,PRIMARY_WORKSITE_BLS_AREA,IS_MULTIPLE_LOCATIONS,OTHER_REQ_IS_FULLTIME_EMP,OTHER_REQ_IS_LIVEIN_HOUSEHOLD,OTHER_REQ_JOB_FOREIGN_LANGUAGE
Certified,College/University Teacher,61131,1869,Assistant Professor of Computer Science,"$129,168.99",,Year,Business Premises,West Lafayette,IN,"Lafayette-West Lafayette, IN",N,Y,N,N
Certified,College/University Teacher,61131,1869,Assistant Professor,"$93,000.00",,Year,Business Premises,West Lafayette,IN,"Lafayette-West Lafayette, IN",N,Y,N,N
Certified,College/University Teacher,61131,1869,Assistant Professor,"$129,579.03",,Year,Business Premises,West Lafayette,IN,"Lafayette-West Lafayette, IN",N,Y,N,N
Certified,College/University Teacher,611310,1869,Assistant Professor,"$135,200.07",,Year,Business Premises,West Lafayette,IN,"Lafayette-West Lafayette, IN",N,Y,N,N
Certified,College/University Teacher,611310,1869,Assistant Professor,"$91,170.00",,Year,Business Premises,West Lafayette,IN,"Lafayette-West Lafayette, IN",N,Y,N,N
Certified,College/University Teacher,61131,1869,Assistant Professor,"$114,675.03",,Year,Business Premises,West Lafayette,IN,"Lafayette-West Lafayette, IN",N,Y,N,N
Certified,College/University Teacher,61131,1869,Assistant Professor,"$101,374.74",,Year,Business Premises,West Lafayette,IN,"Lafayette-West Lafayette, IN",N,Y,N,N
Certified,College/University Teacher,61131,1869,Assistant Professor,"$103,000.00",,Year,Business Premises,West Lafayette,IN,"Lafayette-West Lafayette, IN",N,Y,N,N
Certified,College/University Teacher,61131,1869,Assistant Professor,"$124,000.02",,Year,Business Premises,West Lafayette,IN,"Lafayette-West Lafayette, IN",N,Y,N,N
Certified,College/University Teacher,611310,1869,Assistant Professor,"$180,000.00",,Year,Business Premises,West Lafayette,IN,"Lafayette-West Lafayette, IN",N,Y,N,N
Certified,College/University Teacher,61131,1869,Assistant Professor,"$95,478.75",,Year,Business Premises,West Lafayette,IN,"Lafayette-West Lafayette, IN",N,Y,N,N
Certified,College/University Teacher,611310,1869,Assistant Professor,"$109,200.00",,Year,Business Premises,West Lafayette,IN,"Lafayette-West Lafayette, IN",N,Y,N,N
Certified,College/University Teacher,611310,1869,Assistant Professor,"$99,458.19",,Year,Business Premises,West Lafayette,IN,"Lafayette-West Lafayette, IN",N,Y,N,N
Certified,College/University Teacher,61131,1869,Assistant Professor,"$127,089.00",,Year,Business Premises,West Lafayette,IN,"Lafayette-West Lafayette, IN",N,Y,N,N
Certified,Non-professional,3113,1950,Package Handler,"$19,885.00",,Year,Business Premises,Dallas,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Professional occupation,541511,1998,Information Systems Analyst-2,"$95,600.00",,Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,541511,2019,Software Developers (Level II),"$76,500.00","$76,500.00",Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Professional occupation,54151,2013,Software Engineer,"$132,190.00","$132,200.00",Year,Business Premises,Salt Lake City,UT,"Salt Lake City, UT",N,Y,N,N
Certified,Professional occupation,541511,1998,Software Developer-2,"$109,300.00","$160,000.00",Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,541511,2016,Junior Systems Analyst,"$95,514.00","$95,514.00",Year,Business Premises,EDISON,NJ,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Non-professional,623210,2015,Direct Support Professional,"$23,200.00","$31,000.00",Year,Business Premises,Palatine,IL,East Central Illinois nonmetropolitan area,N,Y,N,N
Certified,Professional occupation,51731,1999,Sr. Software Engineer,"$171,000.00",,Year,Business Premises,Belmont,CA,"San Francisco-Oakland-Hayward, CA",N,Y,N,N
Certified,Professional occupation,51121,2012,Data Engineer (Insights & Analytics),"$165,000.00","$230,000.00",Year,Business Premises,Santa Monica,CA,"Los Angeles-Long Beach-Anaheim, CA",N,Y,N,N
Certified,Professional occupation,541511,2016,Junior Systems Analyst,"$95,514.00","$95,514.00",Year,Business Premises,EDISON,NJ,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,541511,2019,Software Developers (Level II),"$76,500.00","$76,500.00",Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Professional occupation,7113,2015,Web Designer,"$68,500.00",,Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,N,N,N
Certified,Professional occupation,424990,2004,General Manager,"$77,106.00",,Year,Business Premises,Kent,WA,"Seattle-Tacoma-Bellevue, WA",N,Y,N,N
Certified,Non-professional,3113,1950,Package Handler,"$19,885.00",,Year,Business Premises,Dallas,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Professional occupation,54151,2013,Software Engineer,"$132,190.00","$132,200.00",Year,Business Premises,Salt Lake City,UT,"Salt Lake City, UT",N,Y,N,N
Certified,Professional occupation,541511,1998,Lead Software Programmer-4,"$131,500.00",,Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,54151,2016,Software Developer / Analyst,"$68,848.00",,Year,Business Premises,Irving,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Non-professional,62399,2004,Caregiver,"$29,640.00",,Year,Business Premises,San Diego,CA,"San Diego-Carlsbad, CA",N,Y,N,N
Certified,Professional occupation,541511,1998,Lead Software Programmer-4,"$131,500.00",,Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,517410,1897,Sr. Mulesoft Developer,"$145,000.00",,Year,Business Premises,Plano,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Professional occupation,541511,2019,Software Developers (Level II),"$76,500.00","$76,500.00",Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Professional occupation,51121,2013,Software Engineer,"$152,000.00","$166,000.00",Year,Business Premises,San Francisco,CA,"San Francisco-Oakland-Hayward, CA",N,Y,N,N
Certified,Professional occupation,54151,2015,Software Engineer,"$136,822.00","$136,822.00",Year,Business Premises,Alpharetta,GA,"Atlanta-Sandy Springs-Roswell, GA",N,Y,N,N
Certified,Non-professional,623110,1985,Nursing Assistant,"$40,352.00",,Year,Business Premises,Garrison,ND,West North Dakota nonmetropolitan area,N,Y,N,N
Certified,Professional occupation,3342,1928,Area Sales Manager (Sr Mgr Value Added Resellers Sales),"$125,757.00","$147,000.00",Year,Business Premises,Schaumburg,IL,"Chicago-Naperville-Elgin, IL-IN-WI",N,Y,N,N
Certified,Professional occupation,541511,1998,Lead Software Programmer-4,"$131,500.00",,Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Non-professional,3113,1950,Package Handler,"$19,885.00",,Year,Business Premises,Dallas,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Professional occupation,541511,1998,Software Programmer-2,"$80,800.00","$160,000.00",Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,517410,1897,Principal Member of Technical Staff,"$195,000.00","$257,400.00",Year,Business Premises,Middletown,NJ,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,54151,2016,Software Developer / Analyst,"$68,848.00",,Year,Business Premises,Irving,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Professional occupation,541511,1998,Software Programmer-2,"$80,800.00","$160,000.00",Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Non-professional,446120,2012,WAREHOUSE WORKER,"$22,464.00",,Year,Business Premises,ATLANTA,GA,"Atlanta-Sandy Springs-Roswell, GA",N,Y,N,N
Certified,Professional occupation,541511,1998,Software Programmer-3,"$106,200.00","$190,000.00",Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,541511,2015,Software Engineer,"$136,822.00","$136,822.00",Year,Business Premises,Alpharetta,GA,"Atlanta-Sandy Springs-Roswell, GA",N,Y,N,N
Certified,Professional occupation,541511,1998,Software Programmer-3,"$106,200.00","$190,000.00",Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,541511,1998,Software Developer-1,"$109,300.00",,Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Non-professional,3113,1950,Package Handler,"$19,885.00",,Year,Business Premises,Dallas,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Professional occupation,541511,1998,Systems Architect Developer-1,"$109,300.00",,Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,541511,1998,Software Developer-1,"$109,300.00",,Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Non-professional,56172,2011,Custodial Worker,"$25,000.00",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Professional occupation,517410,1897,Salesforce Developer,"$128,315.00",,Year,Business Premises,Dallas,TX,"Dallas-Fort Worth-Arlington, TX",Y,Y,N,N
Certified,Professional occupation,541511,1998,Information Systems Analyst-2,"$95,600.00",,Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,541512,2014,Senior SAP BRIM Consultant,"$134,992.00",,Year,Business Premises,Plano,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Professional occupation,33631,1988,Design Engineer,"$100,901.00","$100,901.00",Year,Business Premises,Greenfield,IN,"Indianapolis-Carmel-Anderson, IN",N,Y,N,Y
Certified,Professional occupation,334413,1979,Principal Product Engineer,"$164,300.00","$180,730.00",Year,Business Premises,Murrieta,CA,"Riverside-San Bernardino-Ontario, CA",N,Y,N,N
Certified,Non-professional,3113,1950,Package Handler,"$19,885.00",,Year,Business Premises,Dallas,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Non-professional,446120,2012,SALES ASSOCIATE,"$17,992.00",,Year,Business Premises,ATLANTA,GA,"Atlanta-Sandy Springs-Roswell, GA",N,Y,N,N
Certified,Professional occupation,51121,2012,Backend Software Engineer (User Profile),"$195,000.00","$280,000.00",Year,Business Premises,Santa Monica,CA,"Los Angeles-Long Beach-Anaheim, CA",N,Y,N,N
Certified,Professional occupation,541511,1998,Software Programmer-3,"$106,200.00","$190,000.00",Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Non-professional,623210,2015,Direct Support Professional,"$23,200.00","$31,000.00",Year,Business Premises,Palatine,IL,East Central Illinois nonmetropolitan area,N,Y,N,N
Certified,Professional occupation,541511,1998,Lead Software Programmer-4,"$131,500.00",,Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Non-professional,623110,1985,Nursing Assistant,"$42,494.00",,Year,Business Premises,Garrison,ND,West North Dakota nonmetropolitan area,N,Y,N,N
Certified,Professional occupation,541511,1998,Information Systems Analyst-2,"$95,600.00",,Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Non-professional,488991,1998,FOOD BATCHMAKER,"$28,000.00","$30,000.00",Year,Business Premises,NEW BEDFORD,MA,"Providence-Warwick, RI-MA",N,Y,N,N
Certified,Non-professional,62399,2004,Caregiver,"$29,640.00",,Year,Business Premises,San Diego,CA,"San Diego-Carlsbad, CA",N,Y,N,N
Certified,Professional occupation,541511,1998,Software Programmer-2,"$80,800.00","$160,000.00",Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Non-professional,722511,2012,Prep Cooks,"$22,568.00",,Year,Business Premises,Greenville,SC,"Greenville-Anderson-Mauldin, SC",N,Y,N,N
Certified,Professional occupation,54151,2016,Software Developer / Analyst,"$68,848.00",,Year,Business Premises,Irving,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Professional occupation,541511,2016,Junior Systems Analyst,"$95,514.00","$95,514.00",Year,Business Premises,EDISON,NJ,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,541511,1998,Lead Software Programmer-4,"$131,500.00",,Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,541511,1998,QA Test Engineer-2,"$97,100.00","$145,000.00",Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,541511,1998,Information Systems Analyst-2,"$95,600.00",,Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,541511,1998,Software Programmer-3,"$106,200.00","$190,000.00",Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,541511,1998,QA Test Engineer-2,"$97,100.00","$145,000.00",Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,517410,1897,Senior - Data Scientist,"$141,300.00",,Year,Business Premises,Plano,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Non-professional,623210,2015,Direct Support Professional,"$23,200.00","$31,000.00",Year,Business Premises,Palatine,IL,East Central Illinois nonmetropolitan area,N,Y,N,N
Certified,Professional occupation,51121,2012,Software Engineer (5),"$195,000.00","$280,000.00",Year,Business Premises,Santa Monica,CA,"Los Angeles-Long Beach-Anaheim, CA",N,Y,N,N
Certified,Professional occupation,541511,1998,Software Programmer-2,"$80,800.00","$160,000.00",Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,541511,2019,Software Developers (Level II),"$76,500.00","$76,500.00",Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Non-professional,623110,1985,Nursing Assistant,"$54,912.00",,Year,Business Premises,Garrison,ND,West North Dakota nonmetropolitan area,N,Y,N,N
Certified,Professional occupation,54151,2015,Software Engineer,"$136,822.00","$136,822.00",Year,Business Premises,Alpharetta,GA,"Atlanta-Sandy Springs-Roswell, GA",N,Y,N,N
Certified,Non-professional,3113,1950,Package Handler,"$19,885.00",,Year,Business Premises,Dallas,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Non-professional,11142,2018,LABORER,"$22,880.00","$22,880.00",Year,Business Premises,MIAMI,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",N,Y,N,N
Certified,Professional occupation,517311,1999,"Sr. Software Engineer, Backend Services","$198,500.00",,Year,Business Premises,Belmont,CA,"San Francisco-Oakland-Hayward, CA",N,Y,N,N
Certified,Professional occupation,541511,1998,Software Programmer-2,"$80,800.00","$160,000.00",Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,62111,1990,Family Medicine Physician,"$259,440.00",,Year,Business Premises,Marinette,WI,Northeastern Wisconsin nonmetropolitan area,N,Y,N,N
Certified,Non-professional,3113,1950,Package Handler,"$19,885.00",,Year,Business Premises,Dallas,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Non-professional,623210,2015,Direct Support Professional,"$23,200.00","$31,000.00",Year,Business Premises,Palatine,IL,East Central Illinois nonmetropolitan area,N,Y,N,N
Certified,Non-professional,3113,1950,Package Handler,"$19,885.00",,Year,Business Premises,Dallas,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Professional occupation,541511,1998,Software Programmer-2,"$80,800.00","$160,000.00",Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,517410,1897,Senior System Engineer (Lead Developer DTAP),"$140,000.00",,Year,Business Premises,Plano,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Non-professional,56172,2011,Custodial Worker,"$25,000.00",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Non-professional,3113,1950,Package Handler,"$19,885.00",,Year,Business Premises,Dallas,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Professional occupation,3342,1928,Solution Architect – Oracle CPQ Cloud,"$115,419.00","$166,200.00",Year,Business Premises,Chicago,IL,"Chicago-Naperville-Elgin, IL-IN-WI",N,Y,N,N
Certified,Professional occupation,541512,2014,Senior SAP Basis Architect,"$148,512.00",,Year,Business Premises,Plano,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Professional occupation,541511,1998,Lead Software Programmer-4,"$131,500.00",,Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,541511,1998,Software Programmer-2,"$80,800.00","$160,000.00",Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,54151,2016,SQL BI Developer,"$99,500.00",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Professional occupation,541511,2009,Business Analyst,"$117,042.00",,Year,Business Premises,NORTH BRUNSWICK,NJ,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,541511,1998,Lead Software Programmer-4,"$131,500.00",,Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,541511,1998,Lead Systems Architect Developer-4,"$138,600.00",,Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,541511,1998,Information Systems Analyst-2,"$95,600.00",,Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,51121,2012,Software Engineer (4),"$155,000.00","$220,000.00",Year,Business Premises,Santa Monica,CA,"Los Angeles-Long Beach-Anaheim, CA",N,Y,N,N
Certified,Professional occupation,541511,1998,Software Programmer-3,"$106,200.00","$190,000.00",Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Non-professional,623210,2015,Direct Support Professional,"$23,200.00","$31,000.00",Year,Business Premises,Palatine,IL,East Central Illinois nonmetropolitan area,N,Y,N,N
Certified,Professional occupation,54151,2016,Software Developer / Analyst,"$68,848.00",,Year,Business Premises,Irving,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Non-professional,488991,1998,SCALLOP GRADER AND SORTER,"$26,000.00","$27,000.00",Year,Business Premises,NEW BEDFORD,MA,"Providence-Warwick, RI-MA",N,Y,N,N
Certified,Professional occupation,511210,2013,Business Systems Analyst,"$140,000.00","$193,000.00",Year,Business Premises,San Francisco,CA,"San Francisco-Oakland-Hayward, CA",N,Y,N,N
Certified,Professional occupation,54151,2016,Environmental Health & Safety Program Manager,"$140,940.00",,Year,Business Premises,Mountain View,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,Y,N,N
Certified,Non-professional,623110,1985,Nursing Assistant,"$40,560.00",,Year,Business Premises,Garrison,ND,West North Dakota nonmetropolitan area,N,Y,N,N
Certified,Professional occupation,52412,1907,Sr. Digital Tagging Analyst,"$78,789.00","$108,338.00",Year,Business Premises,Lincoln,RI,"Providence-Warwick, RI-MA",N,Y,N,N
Certified,Professional occupation,482111,1982,Senior Technology Engineer – Mobile Applications,"$112,500.00","$125,000.00",Year,Business Premises,Atlanta,GA,"Atlanta-Sandy Springs-Roswell, GA",N,Y,N,N
Certified,Professional occupation,541511,2009,QA Engineer,"$97,053.00",,Year,Business Premises,NORTH BRUNSWICK,NJ,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Non-professional,623210,2015,Direct Support Professional,"$23,200.00","$31,000.00",Year,Business Premises,Palatine,IL,East Central Illinois nonmetropolitan area,N,Y,N,N
Certified,Non-professional,3113,1950,Package Handler,"$19,885.00",,Year,Business Premises,Dallas,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Professional occupation,482111,1982,Senior Technology Engineer – Application Development,"$125,000.00","$139,000.00",Year,Business Premises,Atlanta,GA,"Atlanta-Sandy Springs-Roswell, GA",N,Y,N,N
Certified,Professional occupation,541511,1998,QA Test Engineer-2,"$97,100.00","$145,000.00",Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Non-professional,488991,1998,CONVEYOR OPERATORS AND TENDERS,"$37,000.00","$38,000.00",Year,Business Premises,NEW BEDFORD,MA,"Providence-Warwick, RI-MA",N,Y,N,N
Certified,Non-professional,3113,1950,Package Handler,"$19,885.00",,Year,Business Premises,Dallas,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Non-professional,3113,1950,Package Handler,"$19,885.00",,Year,Business Premises,Dallas,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Non-professional,3113,1950,Package Handler,"$19,885.00",,Year,Business Premises,Dallas,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Professional occupation,51121,2012,Software Engineer (4),"$192,941.00","$220,000.00",Year,Business Premises,Palo Alto,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,Y,N,N
Certified,Professional occupation,622110,1981,Performance Trainer,"$66,153.00",,Year,Business Premises,Chicago,IL,"Chicago-Naperville-Elgin, IL-IN-WI",N,Y,N,N
Certified,Non-professional,623210,2015,Direct Support Professional,"$23,200.00","$31,000.00",Year,Business Premises,Palatine,IL,East Central Illinois nonmetropolitan area,N,Y,N,N
Certified,Non-professional,623210,2015,Direct Support Professional,"$23,200.00","$31,000.00",Year,Business Premises,Palatine,IL,East Central Illinois nonmetropolitan area,N,Y,N,N
Certified,Non-professional,623210,2015,Direct Support Professional,"$23,200.00","$31,000.00",Year,Business Premises,Palatine,IL,East Central Illinois nonmetropolitan area,N,Y,N,N
Certified,Non-professional,623210,2015,Direct Support Professional,"$23,200.00","$31,000.00",Year,Business Premises,Palatine,IL,East Central Illinois nonmetropolitan area,N,Y,N,N
Certified,Professional occupation,54151,2016,Software Developer / Analyst,"$68,848.00",,Year,Business Premises,Irving,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Professional occupation,541511,2019,Software Developers (Jr. Level),"$62,000.00","$62,000.00",Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Non-professional,3113,1950,Package Handler,"$19,885.00",,Year,Business Premises,Dallas,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Non-professional,62399,2004,Caregiver,"$29,640.00",,Year,Business Premises,San Diego,CA,"San Diego-Carlsbad, CA",N,Y,N,N
Certified,Professional occupation,54151,2016,Software Developer / Analyst,"$68,848.00",,Year,Business Premises,Irving,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Professional occupation,54151,2013,Software Engineer,"$132,190.00","$132,200.00",Year,Business Premises,Salt Lake City,UT,"Salt Lake City, UT",N,Y,N,N
Certified,Professional occupation,541511,1998,Information Systems Analyst-3,"$117,100.00",,Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,541511,1998,Software Programmer-3,"$106,200.00","$190,000.00",Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Non-professional,623210,2015,Direct Support Professional,"$23,200.00","$31,000.00",Year,Business Premises,Palatine,IL,East Central Illinois nonmetropolitan area,N,Y,N,N
Certified,Non-professional,3113,1950,Package Handler,"$19,885.00",,Year,Business Premises,Dallas,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Professional occupation,51121,2012,"Lead Data Scientist, People Analytics","$145,000.00","$210,000.00",Year,Business Premises,Santa Monica,CA,"Los Angeles-Long Beach-Anaheim, CA",N,Y,N,N
Certified,Professional occupation,517410,1897,Senior Software Engineer,"$150,000.00","$192,600.00",Year,Business Premises,Plano,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Professional occupation,541511,1998,Lead Software Programmer-4,"$131,500.00",,Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,622110,1981,Analytics Developer,"$86,000.00",,Year,Business Premises,Chicago,IL,"Chicago-Naperville-Elgin, IL-IN-WI",N,Y,N,N
Certified,Non-professional,623210,2015,Direct Support Professional,"$23,200.00","$31,000.00",Year,Business Premises,Palatine,IL,East Central Illinois nonmetropolitan area,N,Y,N,N
Certified,Professional occupation,541511,1998,Information Systems Analyst-2,"$95,600.00",,Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Non-professional,3113,1950,Package Handler,"$19,885.00",,Year,Business Premises,Dallas,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Professional occupation,7113,2015,Accountant,"$88,000.00",,Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,541512,2016,Software Engineer,"$165,000.00",,Year,Business Premises,Mountain View,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,Y,N,N
Certified,Professional occupation,482111,1982,Senior PTC (Positive Train Control) QA Analyst Lead,"$110,448.00","$123,000.00",Year,Business Premises,Atlanta,GA,"Atlanta-Sandy Springs-Roswell, GA",N,Y,N,N
Certified,Non-professional,623210,2015,Direct Support Professional,"$23,200.00","$31,000.00",Year,Business Premises,Palantine,IL,East Central Illinois nonmetropolitan area,N,Y,N,N
Certified,Professional occupation,54151,2016,Software Developer / Analyst,"$68,848.00",,Year,Business Premises,Irving,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Professional occupation,336320,1985,Sr. CAE Engineer,"$107,973.00","$125,000.00",Year,Business Premises,Farmington Hills,MI,"Detroit-Warren-Dearborn, MI",N,Y,N,N
Certified,Professional occupation,541511,1998,Lead Software Programmer-4,"$131,500.00",,Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Non-professional,3113,1950,Package Handler,"$19,885.00",,Year,Business Premises,Dallas,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Professional occupation,541511,1998,Business Operation Analyst-2,"$97,200.00","$125,000.00",Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,541511,1998,Lead Software Programmer-4,"$131,500.00",,Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,517410,1897,Professional Big Data Software Engineer,"$125,500.00","$210,100.00",Year,Business Premises,Dallas,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
